#,1
-0.607536,44.804308
-0.607547,44.804328
-0.607566,44.804364
-0.607593,44.804415
-0.607631,44.804488
-0.60768,44.80458
-0.607732,44.80468
-0.60779,44.804789
-0.607846,44.804894
-0.607896,44.804991
-0.607928,44.805051
-0.607948,44.805092
-0.60793,44.805136
-0.607868,44.805156
-0.607779,44.805179
-0.607666,44.805208
-0.607526,44.805245
-0.607377,44.805284
-0.607232,44.805321
-0.607089,44.805359
-0.606947,44.805395
-0.606848,44.805468
-0.606882,44.805573
-0.606937,44.805673
-0.606993,44.805774
-0.607031,44.80584
-0.607091,44.805907
-0.607196,44.805915
-0.607311,44.805897
-0.607424,44.80587
-0.607556,44.805837
-0.607657,44.805845
-0.6077,44.805863
-0.607764,44.8059
-0.607858,44.805938
-0.607989,44.805933
-0.608096,44.80588
-0.608218,44.80581
-0.608358,44.805735
-0.608532,44.805655
-0.608737,44.805569
-0.608967,44.805478
-0.609229,44.805398
-0.609517,44.805317
-0.609776,44.80525
-0.609987,44.805194
-0.610144,44.805153
-0.61025,44.805131
-0.610379,44.805136
-0.610531,44.805171
-0.61072,44.805176
-0.610888,44.80509
-0.610921,44.804932
-0.610774,44.804796
-0.610605,44.804665
-0.610526,44.804496
-0.610438,44.80432
-0.610354,44.804153
-0.61027,44.803982
-0.610221,44.8038
-0.610208,44.803622
-0.610222,44.803438
-0.610245,44.803255
-0.610266,44.803069
-0.610289,44.80289
-0.610309,44.802704
-0.610302,44.802523
-0.610255,44.802346
-0.610168,44.802171
-0.610076,44.801996
-0.609984,44.801822
-0.609894,44.801654
-0.609804,44.801484
-0.609713,44.801311
-0.609643,44.801166
-0.609599,44.801058
-0.609587,44.800985
-0.609588,44.800938
-0.609598,44.800902
-0.609617,44.80085
-0.609631,44.800786
-0.609624,44.800767
-0.609618,44.800755
-0.609595,44.800726
-0.609549,44.800695
-0.609464,44.800677
-0.60936,44.800699
-0.609302,44.800744
-0.609261,44.800798
-0.609179,44.800813
-0.609083,44.800817
-0.60902,44.800814
-0.608936,44.800808
-0.608822,44.800799
-0.608681,44.800786
-0.608519,44.800765
-0.608341,44.800738
-0.60814,44.800699
-0.607919,44.800646
-0.607685,44.800575
-0.607452,44.800492
-0.607235,44.800403
-0.607025,44.800298
-0.606826,44.800186
-0.606637,44.80007
-0.606488,44.799962
-0.606374,44.799876
-0.606245,44.799779
-0.606096,44.79967
-0.605932,44.799552
-0.605755,44.799425
-0.605573,44.799295
-0.605391,44.799164
-0.605212,44.799036
-0.605033,44.798904
-0.60485,44.79877
-0.604677,44.798644
-0.604505,44.798517
-0.604329,44.798388
-0.604151,44.798258
-0.603978,44.798132
-0.603802,44.798002
-0.603625,44.797873
-0.60345,44.797744
-0.603267,44.797611
-0.603084,44.797476
-0.602902,44.797343
-0.60274,44.797224
-0.60261,44.797129
-0.602518,44.797061
-0.602465,44.797023
-0.602446,44.797009
-0.602441,44.797005
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602439,44.797004
-0.602423,44.796992
-0.602388,44.796966
-0.602338,44.796927
-0.602289,44.796863
-0.602327,44.796803
-0.602422,44.796765
-0.602519,44.796689
-0.60262,44.796608
-0.602719,44.796526
-0.60281,44.796435
-0.602898,44.79635
-0.602966,44.796286
-0.603005,44.796253
-0.603023,44.796238
-0.603025,44.796237
-0.603025,44.796237
-0.603025,44.796237
-0.603025,44.796237
-0.603025,44.796237
-0.603025,44.796237
-0.603025,44.796237
-0.603025,44.796237
-0.603036,44.796228
-0.603059,44.79621
-0.603092,44.796184
-0.603146,44.796143
-0.603223,44.796085
-0.603314,44.796017
-0.603426,44.795933
-0.603535,44.795851
-0.603643,44.79577
-0.60375,44.79569
-0.603859,44.795608
-0.603953,44.795539
-0.604034,44.795505
-0.604131,44.795516
-0.604226,44.795536
-0.604341,44.795554
-0.604486,44.795577
-0.604634,44.7956
-0.60479,44.795624
-0.604939,44.795648
-0.605096,44.795673
-0.605255,44.795697
-0.605411,44.795722
-0.605565,44.795745
-0.605721,44.795769
-0.60588,44.795793
-0.606034,44.795817
-0.606186,44.79584
-0.606342,44.795864
-0.606497,44.795888
-0.606644,44.795911
-0.6068,44.795936
-0.60695,44.795959
-0.6071,44.795983
-0.607247,44.796006
-0.607397,44.796023
-0.607546,44.796036
-0.607707,44.796044
-0.607866,44.796052
-0.608017,44.79606
-0.608174,44.796067
-0.608333,44.796081
-0.608445,44.796093
-0.608502,44.796096
-0.608584,44.796091
-0.608687,44.796079
-0.608812,44.796058
-0.608957,44.796023
-0.609109,44.795986
-0.609253,44.79595
-0.609354,44.795926
-0.609417,44.795893
-0.609424,44.795845
-0.609394,44.795784
-0.609354,44.795702
